State,Local Government Area,Ward,Polling Unit Code,Polling Unit,Latitude,Longitude,Distance_km_to_Centroid,Cluster_ID,Coordinator_ID
04 - ANAMBRA,11 - IDEMILI-SOUTH,05 - AWKA-ETITI II,12,OGWUGWU IDEANI PRY. SCHOOL II,6.0235,6.9777,0.808117918,05---awka-etiti-ii-c1,coord-05---awka-etiti-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,05 - AWKA-ETITI II,13,OGWUGWU IDEANI PRY. SCHOOL III,6.0357,6.9697,1.136782803,05---awka-etiti-ii-c1,coord-05---awka-etiti-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,05 - AWKA-ETITI II,14,UMUOGHAJI HALL,6.0357,6.9696,1.137891264,05---awka-etiti-ii-c1,coord-05---awka-etiti-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,05 - AWKA-ETITI II,15,UMUEZEANYA HALL,6.0357,6.9696,1.137891264,05---awka-etiti-ii-c1,coord-05---awka-etiti-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,1,COMMUNITY CENTRAL SCHOOL I,6.0515,6.9291,1.79139197,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,2,COMMUNITY CENTRAL SCHOOL II,6.0487,6.9346,1.108384839,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,3,UMUAFOR VILLAGE HALL I,6.0500726,6.93545155,1.102820797,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,4,UMUAFOR VILLAGE HALL II,6.04598866,6.941282,0.314390807,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,5,AGWU,6.042,6.9394,0.544614671,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,6,AMADUNU SQUARE,6.0453065,6.94355215,0.096297799,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,7,AMADUNU HALL,6.0428,6.9425,0.224049553,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,8,EBENESI PRIMARY SCHOOL,6.0392,6.9359,1.038243618,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,9,OBI MEMORIAL PRY. SCHOOL,6.04,6.9465,0.585510572,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,10,EZIORAH PRY. SCHOOL,6.04,6.9465,0.585510572,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,11,UMURU CIVIC CENTRE I,6.0424,6.9479,0.520631073,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,12,UMURU CIVIC CENTRE II,6.0467,6.95,0.743821631,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,13,UMUEZEANOCHIE HALL,6.0471,6.9506,0.82150122,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,14,UMUONA CIVIC CENTRE,6.04318533,6.95106904,0.830564081,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,15,UMUISHIN HALL,6.04303096,6.95116326,0.843870436,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,06 - NNOBI I,16,IFITE HALL,6.04318233,6.95313703,1.056697393,06---nnobi-i-c1,coord-06---nnobi-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,1,EZEME HALL I,6.0708,6.9397,1.691547747,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,2,EZEME HALL II,6.0708,6.9397,1.691547747,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,3,CENTRAL SCHOOL I,6.0618,6.9424,0.770956585,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,4,CENTRAL SCHOOL II,6.0618,6.9424,0.770956585,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,5,EGBUNAMBA SQUARE I,6.0632,6.9473,0.55872235,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,6,EGBUNAMBA SQUARE II,6.0632,6.9473,0.55872235,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,7,AGBOM PRY. SCHOOL I,6.0559,6.9464,0.347917573,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,8,AGBOM PRY. SCHOOL II,6.0559,6.9466,0.334159638,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,9,UMUIKECHEM SQUARE I,6.0597,6.9519,0.415222122,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,10,UMUIKECHEM SQUARE II,6.0597,6.9519,0.415222122,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,11,UNITED PRY. SCHOOL I,6.0547,6.9529,0.637003702,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,12,UNITED PRY. SCHOOL II,6.0547,6.9529,0.637003702,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,13,ST. SIMONS SCHOOL I,6.0495,6.9511,1.022445502,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,14,ST. SIMONS SCHOOL II,6.0495,6.9512,1.025706443,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,15,CUSTOMARY COURT I,6.0508,6.9555,1.143938792,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,07 - NNOBI II,16,CUSTOMARY COURT II,6.0508,6.9555,1.143938792,07---nnobi-ii-c1,coord-07---nnobi-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,1,EZIEHULU HALL I,6.0636,6.9354,1.150771943,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,2,EZIEHULU HALL II,6.0636,6.9354,1.150771943,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,3,EZIEHULU HALL III,6.0635,6.9354,1.140733792,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,4,EZIEHULU HALL IV,6.0607,6.9366,0.802755883,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,5,AWUDA HALL I,6.0607,6.9366,0.802755883,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,6,AWUDA HALL II,6.0528,6.936,0.455891174,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,7,ST. ANDREW'S NURSERY SCHOOL I,6.0528,6.936,0.455891174,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,8,ST. ANDREW'S NURSERY SCHOOL II,6.053,6.9382,0.229864203,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,9,OUR LADY'S SECONDARY SCHOOL I,6.053,6.9383,0.221150076,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,10,OUR LADY'S SECONDARY SCHOOL II,6.0517,6.9394,0.287804734,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,11,EZIKE HALL I,6.0517,6.9394,0.287804734,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,12,EZIKE HALL II,6.05567651,6.94392297,0.47680617,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,13,OBODO AKPA PRY. SCHOOL I,6.04961316,6.940303333,0.517731683,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,14,OBODO AKPA PRY. SCHOOL II,6.04927509,6.943003311,0.653295925,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,15,OBODO AKPA PRY. SCHOOL III,6.0487,6.9458,0.901332885,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,16,UMUDIOKPALA UMUHAI HALL,6.0487,6.9459,0.909426016,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,17,UMUDINYA COMMUNITY HALL,6.0487,6.9459,0.909426016,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,08 - NNOBI III,18,UMU UGAMUMA HALL,6.0487,6.9459,0.909426016,08---nnobi-iii-c1,coord-08---nnobi-iii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,1,DISPENSARY NNOKWA I,6.053,6.9718,0.92367173,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,2,DISPENSARY NNOKWA II,6.053,6.9718,0.92367173,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,3,DISPENSARY NNOKWA III,6.053,6.9718,0.92367173,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,4,UMUEFI HALL I,6.0576,6.9658,0.315454021,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,5,UMUEFI HALL II,6.0576,6.9657,0.321450235,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,6,UKPAKA PRY. SCHOOL I,6.0576,6.9657,0.321450235,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,7,UKPAKA PRY. SCHOOL II,6.0608,6.9707,0.384914875,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,8,UBILI HALL I,6.0609,6.9707,0.387616857,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,9,UBILI HALL II,6.0609,6.9708,0.3983144,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,10,UBILI HALL III,6.0606,6.9638,0.393888194,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,11,UBILI HALL IV,6.0607,6.9637,0.406755828,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,12,CENTRAL SCHOOL NNOKWA I,6.0625,6.9642,0.441932114,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,13,CENTRAL SCHOOL NNOKWA II,6.0625,6.9642,0.441932114,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,14,CENTRAL SCHOOL NNOKWA III,6.0626,6.9643,0.440577254,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,15,IDEMILI SQUARE I,6.0626,6.9643,0.440577254,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,16,IDEMILI SQUARE II,6.0671,6.9675,0.789105524,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,09 - NNOKWA,17,IDEMILI SQUARE III,6.0671,6.9675,0.789105524,09---nnokwa-c1,coord-09---nnokwa-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,1,OGWUGWU PRY. SCHOOL,6.5785364,6.82573914,0,10---oba-i-c1,coord-10---oba-i-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,2,UMUMPAMA HALL,6.0351,6.8129,3.662448837,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,3,BRIGHT PRY. SCHOOL I,6.04909171,6.82446844,1.66760188,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,4,BRIGHT PRY. SCHOOL II,6.0560916,6.81405343,2.466160123,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,5,ST. JOSEPH'S PRY. SCHOOL,6.0588,6.8161,2.225758352,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,6,OKUZU MBANA HALL,6.0576,6.8258,1.15708577,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,7,ST. THOMAS PRIMARY SCHOOL I,6.0576,6.8259,1.146068621,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,8,ISU UMUABU PRIMARY SCHOOL I,6.0529,6.8299,0.935295554,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,9,OBA CIVIC CENTRE II,6.06157008,6.81572008,2.293319179,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,10,UMUONYENORA HALL,6.06182813,6.8157117,2.298703184,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,11,OKPUNO ETITI HALL I,6.064103262,6.81884653,2.020836527,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,12,EZELLE MBANA HALL,6.06468004,6.83348838,0.752668164,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,13,UMUORABEM HALL I,6.0646,6.8336,0.739595383,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,14,UMU,6.0635,6.8382,0.599025524,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,15,UMUORABEM HALL II,6.06352314,6.83828953,0.605084589,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,16,OBODO OKUZU SQUARE,6.0547,6.8436,0.917427034,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,17,EBIPU HALL,6.0592322,6.84425376,0.891495273,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,18,AMA OKEKE SQUARE,6.0602,6.846,1.097417624,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,19,OBA CIVIC CENTRE II,6.0566,6.847,1.209519659,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,20,UMUEZEANI HALL,6.06421828,6.84628184,1.281757497,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,21,UMUEZE HALL,6.0478,6.8444,1.492614535,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,22,BRIGHT PRIMARY SCHOOL III,6.07005008,6.84836994,1.85936287,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,23,OKPUNO,6.07,6.8486,1.874005634,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,24,UMUEZEGBUTE HALL,6.068,6.8516,2.002370837,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,25,ST THOMAS PRIMARY SCHOOL II,6.05725151,6.8538279,1.951059102,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,26,OKUZU AKANATO HALL,6.0575,6.854,1.968314457,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,27,ISU,6.0525001,6.85410685,2.086026815,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,10 - OBA I,28,ISU,6.05,6.8531,2.090659853,10---oba-i-c2,coord-10---oba-i-c2
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,1,URUOKWUKWU HALL I,6.0796,6.8085,2.729345408,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,2,ST. PAUL'S SCHOOL I,6.0796,6.8086,2.718465692,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,3,ST. PAULS SCHOOL II,6.074,6.811,2.413227441,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,4,ST. PAULS CHURCH III,6.074,6.811,2.413227441,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,5,OBODO ABOJI SQUARE I,6.0701,6.8112,2.454464277,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,6,OBODO ABOJI SQUARE II,6.0701,6.8112,2.454464277,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,7,OKPUNO UMUOGALI HALL I,6.0701,6.8112,2.454464277,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,8,OKPUNO UMUOGALI HALL II,6.0679,6.8235,1.311347967,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,9,UMUAGU HALL I,6.0679,6.8235,1.311347967,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,10,UMUAGU HALL II,6.0751,6.8269,0.651431082,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,11,COMMUNITY PRIMARY SCHOOL I,6.0751,6.8269,0.651431082,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,12,COMMUNITY PRIMARY SCHOOL II,6.0752,6.8269,0.651277709,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,13,URUAGU HALL I,6.07275158,6.82756941,0.63970049,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,14,URUAGU HALL II,6.081402111,6.82602915,1.014761349,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,15,URUAGU HALL III,6.0796,6.8302,0.563962882,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,16,CENTRAL SCHOOL I,6.0796,6.8302,0.563962882,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,17,CENTRAL SCHOOL II,6.08026892,6.829987093,0.640232842,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,18,UGWUBE PRY. SCHOOL I,6.078,6.8325,0.309591145,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,19,UGWUBE PRY. SCHOOL II,6.078,6.8326,0.308641642,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,20,ABIME SQUARE I,6.0726,6.8335,0.302877128,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,21,ABIME SQUARE II,6.0726,6.8336,0.305929269,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,22,EZELLE SQUARE I,6.0759935,6.83749794,0.527415251,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,23,EZELLE SQUARE II,6.0711,6.8384,0.771843224,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,24,UMUOKPA HALL I,6.0711,6.8385,0.780757043,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,25,UMUOKPA HALL II,6.07096992,6.83851182,0.790398847,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,26,OSE URUAGU/OGALI SQUARE,6.0766,6.839,0.703311924,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,27,OSE URUAGU SQUARE,6.0767,6.8391,0.71656382,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,28,OSE ABOSI SQUARE I,6.0795,6.8385,0.789909393,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,29,OSE ABOSI SQUARE II,6.0795,6.8385,0.789909393,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,30,OSE ABOSI SQUARE III,6.07374766,6.83945965,0.755674612,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,31,EZEDIM HALL I,6.0693,6.8404,1.069075542,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,32,EZEDIM HALL II,6.0693,6.8404,1.069075542,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,33,URUOKOKWU HALL II,6.0753,6.8426,1.084716733,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,34,OSE UZOBI SQUARE I,6.0753,6.8426,1.084716733,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,35,OSE UZOBI SQUARE II,6.07385845,6.84382796,1.22996974,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,36,OPEN SPACE AT AMA,6.0753,6.8475,1.626503466,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,37,ST JOHN PRIMARY SCHOOL,6.0753,6.8475,1.626503466,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,38,UGWUBE PRIMARY SCHOOL III,6.0753,6.8475,1.626503466,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,39,ADI,6.0769,6.8503,1.944956824,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,40,UNITED PRIMARY SCHOOL,6.0769,6.8503,1.944956824,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,41,UMUOGALI HALL,6.0841,6.8501,2.153099398,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,11 - OBA II,42,UMU,6.0841,6.8501,2.153099398,11---oba-ii-c1,coord-11---oba-ii-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,12 - OJOTO,1,ENUOGWUGWU HALL I,6.0587268,6.8579699,1.071513153,12---ojoto-c1,coord-12---ojoto-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,12 - OJOTO,2,ENUOGWUGWU HALL II,6.059,6.8615,0.730281304,12---ojoto-c1,coord-12---ojoto-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,12 - OJOTO,3,ENUOGWUGWU HALL III,6.059,6.8615,0.730281304,12---ojoto-c1,coord-12---ojoto-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,12 - OJOTO,4,ENUOGWUGWU HALL IV,6.059,6.8615,0.730281304,12---ojoto-c1,coord-12---ojoto-c1
04 - ANAMBRA,11 - IDEMILI-SOUTH,12 - OJOTO,5,OGANIRU PRY. SCHOOL I,6.059,6.8615,0.730281304,12---ojoto-c1,coord-12---ojoto-c1
