State,Local Government Area,Ward,Polling Unit Code,Polling Unit,Latitude,Longitude,Distance_km_to_Centroid,Cluster_ID,Coordinator_ID
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,1,ST. CHARLE'S SCHOOL,5.9858,7.1373,2.392510538,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,2,EZIAMA SQUARE,5.9857,7.1373,2.383820086,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,3,UGWUACHI SQUARE,5.9747,7.1305,0.975255109,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,4,ST. PETER'S COLLEGE,5.9747,7.1262,0.689599758,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,5,AMANKWU SQUARE,5.9699,7.1272,0.38709875,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,6,COOPERATIVE HALL,5.9681,7.1285,0.52548689,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,7,GBIRIGBO HALL,5.9678,7.1245,0.149246144,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,8,OCHIEOBU SQUARE,5.9656,7.1191,0.642974439,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,9,OYE MOTOR PARK I,5.9656,7.1191,0.642974439,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,10,OYE MOTOR PARK II,5.9656,7.1191,0.642974439,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,11,OYE MOTOR PARK III,5.9648,7.1182,0.775817707,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,12,COUNCIL HALL,5.962,7.1202,0.872194749,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,13,"OBINIKPA PRY. SCHOOL, UMEUZEIYI I",5.9607,7.1182,1.109931417,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,01 - ACHINA I,14,"OBINIKPA PRY. SCHOOL, UMEUZEIYI II",5.9545,7.1082,2.360985705,01---achina-i-c1,coord-01---achina-i-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,1,PROGRESSIVE SCHOOL I,5.9857,7.1375,3.700913592,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,2,UMUELEKE HALL I,5.9857,7.1375,3.700913592,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,3,GIRLS SECONDARY SCHOOL I,5.9681,7.1285,1.50617888,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,4,GIRLS SECONDARY SCHOOL II,5.9548,7.1257,0.462733704,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,5,AMANWAFOR SQUARE I,5.9548,7.1257,0.462733704,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,6,AMANWAFOR SQUARE II,5.9535,7.121,0.324437493,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,7,AMANWAFOR/ABUDUM SQUARE,5.9535,7.121,0.324437493,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,8,AMANWAFOR SQUARE III,5.9499,7.1227,0.719362275,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,9,OBINIKPA PRY. SCHOOL I,5.9507,7.1135,1.109662968,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,10,OBINIKPA PRY. SCHOOL II,5.9506,7.1134,1.125063444,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,11,UGWUOCHA SQUARE,5.9464,7.1136,1.426891664,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,12,UMUELEKE HALL II,5.9464,7.1136,1.426891664,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,13,UDARA,5.9464,7.1136,1.426891664,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,02 - ACHINA II,14,PROGRESSIVE SCH. II,5.9418,7.1179,1.669792519,02---achina-ii-c1,coord-02---achina-ii-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,1,CENTRAL SCHOOL I,6.0293,7.1296,3.31299117,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,2,CENTRAL SCHOOL II,6.015924,7.1097815,0.668535965,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,3,TOWN HALL I,6.0141,7.1054,0.15002794,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,4,TOWN HALL II,6.0141,7.1054,0.15002794,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,5,OBIOFIA PRY. SCHOOL,6.01855,7.10231815,0.638450674,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,6,"PRY. SCHOOL, AGULUEZE CHUKWU I",6.0132,7.1035,0.099050515,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,7,"PRY. SCHOOL, AGULUEZE CHUKWU II",6.0131,7.1035,0.099584525,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,8,LONDON SCIENCE I,6.0105,7.1048,0.30275622,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,9,LONDON SCIENCE II,6.0105,7.1048,0.30275622,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,10,LONDON SCIENCE III,6.015,7.0972,0.820700112,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,11,NKWO MARKET I,6.015,7.0972,0.820700112,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,12,NKWO MARKET II,6.015,7.0971,0.831426248,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,13,EZIAGU VILLAGE HALL,6.0056,7.0992,1.021248383,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,14,COMMUNITY PRIMARY SCHOOL UMUCHUKWU,6.0056,7.0992,1.021248383,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,03 - AGULUEZE CHUKWU,15,COMMUNITY SECONDARY SCHOOL OZALLA,6.00241941,7.10693557,1.230444402,03---agulueze-chukwu-c1,coord-03---agulueze-chukwu-c1
04 - ANAMBRA,01 - AGUATA,04 - AKPO,1,AKPO TOWN HALL I,5.9893,7.1234,2.818887526,04---akpo-c1,coord-04---akpo-c1
04 - ANAMBRA,01 - AGUATA,04 - AKPO,2,AKPO TOWN HALL II,5.9774,7.1144,1.170040962,04---akpo-c1,coord-04---akpo-c1
04 - ANAMBRA,01 - AGUATA,04 - AKPO,3,UDOKA SCHOOL,5.9774,7.1144,1.170040962,04---akpo-c1,coord-04---akpo-c1
04 - ANAMBRA,01 - AGUATA,04 - AKPO,4,AGBAELU VILLAGE HALL I,5.9709,7.1081,0.330353823,04---akpo-c1,coord-04---akpo-c1
04 - ANAMBRA,01 - AGUATA,04 - AKPO,5,UHUALA HALL I,5.9709,7.1081,0.330353823,04---akpo-c1,coord-04---akpo-c1
04 - ANAMBRA,01 - AGUATA,04 - AKPO,6,UMUEZE VILLAGE SQUARE,5.96524,7.11682,0.893444309,04---akpo-c1,coord-04---akpo-c1
04 - ANAMBRA,01 - AGUATA,04 - AKPO,7,AMAIFE HALL I,5.9651,7.1172,0.938251855,04---akpo-c1,coord-04---akpo-c1
04 - ANAMBRA,01 - AGUATA,04 - AKPO,8,UDO VILLAGE HALL,5.9618,7.1053,0.836138093,04---akpo-c1,coord-04---akpo-c1
04 - ANAMBRA,01 - AGUATA,04 - AKPO,9,EGBUIKE PRY. SCHOOL,5.9618,7.1053,0.836138093,04---akpo-c1,coord-04---akpo-c1
04 - ANAMBRA,01 - AGUATA,04 - AKPO,10,AGBAELU VILLAGE HALL II,5.9639,7.1018,0.956429884,04---akpo-c1,coord-04---akpo-c1
04 - ANAMBRA,01 - AGUATA,04 - AKPO,11,UHUALA HALL II,5.9649,7.0999,1.101854447,04---akpo-c1,coord-04---akpo-c1
04 - ANAMBRA,01 - AGUATA,04 - AKPO,12,AMAIFE HALL II,5.9589,7.1031,1.239026281,04---akpo-c1,coord-04---akpo-c1
04 - ANAMBRA,01 - AGUATA,04 - AKPO,13,UBE BLOCK UDOKA PRIMARY SCHOOL,5.9588,7.1031,1.248302078,04---akpo-c1,coord-04---akpo-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,1,CENTRAL SCHOOL I,5.9607,7.0886,1.337161862,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,2,CENTRAL SCHOOL II,5.9582,7.0984,0.469912364,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,3,CENTRAL SCHOOL III,5.9582,7.0984,0.469912364,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,4,CENTRAL SCHOOL IV,5.9582,7.0984,0.469912364,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,5,CENTRAL SCHOOL V,5.9582,7.0984,0.469912364,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,6,COMMUNITY PRY. SCHOOL I,5.9582,7.0984,0.469912364,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,7,COMMUNITY PRY. SCHOOL II,5.9507,7.0971,0.401905951,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,8,COMMUNITY PRY. SCHOOL III,5.9507,7.0971,0.401905951,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,9,COMMUNITY PRY. SCHOOL IV,5.9506,7.097,0.416677352,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,10,SOCIAL CENTRE I,5.9506,7.097,0.416677352,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,11,SOCIAL CENTRE II,5.9506,7.097,0.416677352,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,12,SOCIAL CENTRE III,5.9512,7.1034,0.611755531,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,13,SOCIAL CENTRE IV,5.9512,7.1034,0.611755531,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,14,UDURA,5.9512,7.1034,0.611755531,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,05 - AMESI,15,SOCIAL CENTRE V,5.9512,7.1034,0.611755531,05---amesi-c1,coord-05---amesi-c1
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,1,OFOSIE HALL I,6.2424941,6.9809574,0,06---ekwulobia-i-c1,coord-06---ekwulobia-i-c1
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,2,OFOSIE HALL II,6.2424941,6.9809574,0,06---ekwulobia-i-c1,coord-06---ekwulobia-i-c1
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,3,CENTRAL SCHOOL,6.2424941,6.9809574,0,06---ekwulobia-i-c1,coord-06---ekwulobia-i-c1
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,4,UMUEZE NWAFOR PRY. SCHOOL,6.2424941,6.9809574,0,06---ekwulobia-i-c1,coord-06---ekwulobia-i-c1
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,5,AMAUDO UMUOWELE,6.01068,7.08997,1.33669759,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,6,HAVANA HUT (OPEN SPACE),6.01081,7.08992,1.321448575,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,7,CHIGOZIE SOLID BAR (OPEN SPACE),6.01071,7.08983,1.325972728,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,8,UMUEZENNANI HALL I,6.009718649,7.087067105,1.307123311,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,9,UMUEZENNANI HALL II,6.009611284,7.087060399,1.318396341,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,10,EZEZUEGBU SQUARE (OPEN SPACE),6.01529,7.0926,1.163226971,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,11,PARAGON PHARMACY I (OPEN SPACE),6.01691,7.08504,0.476712156,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,12,IHUOKPALA SQUARE I,6.0171,7.085,0.455211358,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,13,IHUOKPALA SQUARE II,6.01762,7.08476,0.392246731,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,14,OBI,6.01874,7.08993,0.723961897,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,15,OBI,6.018957013,7.083202712,0.238017707,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,16,AMAUDO SQUARE I,6.01969,7.08181,0.264415466,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,17,AMAUDO SQUARE II,6.02393,7.08836,0.599857475,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,18,FIRST HILL SECONDARY SCHOOL,6.0239,7.0888,0.639656315,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,19,UMUCHIANA VILLAGE HALL,6.0239,7.0888,0.639656315,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,20,OFOSIE HALL III,6.023952,7.08907,0.668460658,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,21,CENTRAL SCHOOL BLOCK B,6.02418,7.08301,0.362530771,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,22,COURT PREMISES (LGA),6.0233,7.0813,0.37515232,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,23,CENTRAL SCHOOL BLOCK D,6.02346,7.07996,0.503829497,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,24,OMEKE UMUCHI HALL,6.02707,7.08365,0.673511332,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,25,AMAUDO UMUOWELLE II,6.023389,7.0787008,0.62219444,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,26,EKWULOBIA URBAN MASS TRANSIT PARK (OPEN SPACE),6.02583,7.08077,0.631381121,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,27,UMUEZEHANOYI HALL,6.0273,7.0835,0.699658055,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,28,MR BIGG'S EATERY (OPEN SPACE),6.0259,7.0792,0.743879612,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,29,OKPO VILLAGE HALL I,6.0253281,7.0780054,0.800018395,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,30,OKPO VILLAGE HALL III,6.0246408,7.0768403,0.868418293,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,31,OKPO VILLAGE HALL II,6.026756625,7.075543329,1.113738073,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,32,PARAGON PHARMACY II (OPEN SPACE),6.026523105,7.074076161,1.237077645,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,06 - EKWULOBIA I,33,ORIE,6.03423,7.0743,1.80608522,06---ekwulobia-i-c2,coord-06---ekwulobia-i-c2
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,1,EZEKANNAGHA SQUARE I,6.0186,7.0698,1.904161135,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,2,EZEKANNAGHA SQUARE II,6.0141,7.0696,1.608371694,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,3,AGBA VILLAGE HALL,6.01732,7.07455,1.457961904,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,4,COMMUNITY PRY. SCHOOL,6.01732,7.07455,1.457961904,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,5,EZIAGULU PRY. SCHOOL,6.0173,7.0746,1.453019027,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,6,NWANEBO PRY. SCHOOL I,6.0136,7.0764,1.002839543,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,7,NWANEBO PRY. SCHOOL II,6.0136,7.0764,1.002839543,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,8,KINDER ULA,6.02188,7.07675,1.807282476,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,9,G.S.S. EKWULOBIA,6.0219,7.082,1.71525879,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,10,EZIAGULU VILLAGE HALL II,6.00744,7.0805,0.193800802,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,11,EZIAGULU WOMEN'S HALL,6.0046,7.0792,0.369493048,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,12,EZIAGULU HALL,6.0064,7.0828,0.09337333,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,13,EKEMEZIE SQUARE,6.0064,7.08296,0.111008385,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,14,AGBA PRY. SCHOOL,6.004341674,7.079246789,0.382352516,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,15,DELIGHT INT. SCHOOL,6.0065,7.0846,0.292072498,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,16,UMUOMA HALL,6.0065,7.08473,0.306447848,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,17,HEALTH CENTRE,6.003196651,7.078665085,0.515283198,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,18,AGUATA HIGH SCHOOL,6.0039,7.0873,0.656351935,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,19,EZEOKOLI SQUARE,6.00391,7.08734,0.659854002,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,20,EZEILOEGBUNA SQUARE,5.9979,7.0876,1.139374952,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,21,OBU AGBA HALL,5.9968,7.0862,1.173534773,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,22,AGBA VILLAGE HALL II,5.9968,7.0862,1.173534773,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,23,COMMUNITY PRIMARY SCHOOL BLOCK B,5.9945,7.0827,1.334011858,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,24,EZIAGULU PRIMARY SCHOOL UBE BLOCK,5.9922,7.0849,1.620220425,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,25,UMUNKWOR HALL,5.9938,7.0921,1.801075379,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,26,G.S.S EKWULOBIA II,5.9989,7.0967,1.834864433,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,07 - EKWULOBIA II,27,UMUDIDE HALL,5.9951,7.0945,1.876976263,07---ekwulobia-ii-c1,coord-07---ekwulobia-ii-c1
04 - ANAMBRA,01 - AGUATA,08 - EZINIFITE I,1,TOWN HALL I,5.9673,7.0656,1.871195962,08---ezinifite-i-c1,coord-08---ezinifite-i-c1
04 - ANAMBRA,01 - AGUATA,08 - EZINIFITE I,2,TOWN HALL II,5.9673,7.0656,1.871195962,08---ezinifite-i-c1,coord-08---ezinifite-i-c1
04 - ANAMBRA,01 - AGUATA,08 - EZINIFITE I,3,AKPUNOJI COMMUNITY SCHOOL I,5.98176,7.05849,0.680222243,08---ezinifite-i-c1,coord-08---ezinifite-i-c1
04 - ANAMBRA,01 - AGUATA,08 - EZINIFITE I,4,AKPUNOJI COMMUNITY SCHOOL II,5.98197,7.05844,0.676943454,08---ezinifite-i-c1,coord-08---ezinifite-i-c1
04 - ANAMBRA,01 - AGUATA,08 - EZINIFITE I,5,IGWEBUIKE PRY. SCHOOL I,5.9835,7.0573,0.764124429,08---ezinifite-i-c1,coord-08---ezinifite-i-c1
04 - ANAMBRA,01 - AGUATA,08 - EZINIFITE I,6,IGWEBUIKE PRY. SCHOOL II,5.9835,7.0573,0.764124429,08---ezinifite-i-c1,coord-08---ezinifite-i-c1
04 - ANAMBRA,01 - AGUATA,08 - EZINIFITE I,7,OLD AKPUNOJI I,5.9876,7.0637,0.396270487,08---ezinifite-i-c1,coord-08---ezinifite-i-c1
04 - ANAMBRA,01 - AGUATA,08 - EZINIFITE I,8,OLD AKPUNOJI II,5.9876,7.0638,0.394923107,08---ezinifite-i-c1,coord-08---ezinifite-i-c1
04 - ANAMBRA,01 - AGUATA,08 - EZINIFITE I,9,UMUAGU KINDERGATIN I,5.9847,7.0733,1.010365442,08---ezinifite-i-c1,coord-08---ezinifite-i-c1
04 - ANAMBRA,01 - AGUATA,08 - EZINIFITE I,10,UMUAGU KINDERGATIN II,5.9848,7.0733,1.011198176,08---ezinifite-i-c1,coord-08---ezinifite-i-c1
04 - ANAMBRA,01 - AGUATA,08 - EZINIFITE I,11,EZIONYE VILLAGE I,5.9994,7.0667,1.727237995,08---ezinifite-i-c1,coord-08---ezinifite-i-c1
04 - ANAMBRA,01 - AGUATA,08 - EZINIFITE I,12,EZIONYE VILLAGE II,5.9994,7.0667,1.727237995,08---ezinifite-i-c1,coord-08---ezinifite-i-c1
04 - ANAMBRA,01 - AGUATA,09 - EZINIFITE II,1,OGBUGBAOGU PRY. SCHOOL I,5.9914,7.0473,1.932197978,09---ezinifite-ii-c1,coord-09---ezinifite-ii-c1
04 - ANAMBRA,01 - AGUATA,09 - EZINIFITE II,2,OGBUGBAOGU PRY. SCHOOL II,5.9903,7.052,1.644362755,09---ezinifite-ii-c1,coord-09---ezinifite-ii-c1
04 - ANAMBRA,01 - AGUATA,09 - EZINIFITE II,3,B.S.S.,5.9775,7.0499,0.599175495,09---ezinifite-ii-c1,coord-09---ezinifite-ii-c1
04 - ANAMBRA,01 - AGUATA,09 - EZINIFITE II,4,ANULI PRY. SCHOOL,5.9758,7.0519,0.348373476,09---ezinifite-ii-c1,coord-09---ezinifite-ii-c1
04 - ANAMBRA,01 - AGUATA,09 - EZINIFITE II,5,CIVIC CENTRE,5.9767,7.0449,1.126691812,09---ezinifite-ii-c1,coord-09---ezinifite-ii-c1
